Date,2020-11-25 14:00:57
Filename,STFMK-20201105-LW19-3184_20201125_140057_004.dat
Data Label,정상
Label_No,00
Motor Spec,L-PAHU-03S, 1760,55, 105.3,
Period,3SEC
Sample Rate,4000
1.4705,0.0002651202,
1.47075,0.0051967199,
1.471,0.0006484897,
1.47125,-0.0131775057,
1.4715,-0.0047832374,
1.47175,-0.0031688786,
1.472,0.0014099000,
1.47225,-0.0007068815,
1.4725,0.0009840966,
1.47275,0.0008051269,
1.473,0.0040731723,
1.47325,-0.0038673242,
1.4735,-0.0099528721,
1.47375,0.0140218548,
1.474,0.0140915895,
1.47425,0.0087866727,
1.4745,0.0113737388,
1.47475,0.0064078905,
1.475,0.0104426602,
1.47525,0.0007427871,
1.4755,0.0045412905,
1.47575,0.0106911957,
1.476,0.0154896351,
1.47625,-0.0119420160,
1.4765,-0.0004166844,
1.47675,0.0067580501,
1.477,-0.0037152800,
1.47725,0.0066309571,
1.4775,-0.0263397377,
1.47775,-0.0270241033,
1.478,-0.0079968199,
1.47825,-0.0066700671,
1.4785,-0.0191919915,
1.47875,0.0128823603,
1.479,0.0017820823,
1.47925,-0.0104952343,
1.4795,0.0160745457,
1.47975,0.0227956697,
1.48,-0.0065411138,
1.48025,0.0018151150,
1.4805,-0.0019749464,
1.48075,0.0123866079,
1.481,-0.0035860646,
1.48125,-0.0062992163,
1.4815,-0.0154623007,
1.48175,-0.0109354304,
1.482,0.0138302250,
1.48225,-0.0145627176,
1.4825,-0.0210687686,
1.48275,-0.0258310903,
1.483,-0.0414677523,
1.48325,-0.0471793860,
1.4835,-0.0269936603,
1.48375,0.0181531049,
1.484,0.0058732163,
1.48425,-0.0123227844,
1.4845,0.0108311241,
1.48475,0.0077994349,
1.485,-0.0118268328,
1.48525,-0.0020611365,
1.4855,-0.0028642875,
1.48575,0.0187440217,
1.486,0.0123194568,
1.48625,0.0060738572,
1.4865,0.0052101659,
1.48675,0.0146261565,
1.487,0.0044526532,
1.48725,-0.0072281454,
1.4875,-0.0066025364,
1.48775,-0.0045514880,
1.488,-0.0038083470,
1.48825,-0.0165018961,
1.4885,-0.0312621482,
1.48875,0.0115239890,
1.489,-0.0100220796,
1.48925,-0.0103760548,
1.4895,0.0154152680,
1.48975,0.0119408639,
1.49,0.0047219484,
1.49025,0.0076840143,
1.4905,-0.0004271012,
1.49075,0.0013863383,
1.491,0.0193243772,
1.49125,-0.0024221588,
1.4915,0.0098287491,
1.49175,-0.0024502878,
1.492,-0.0033715139,
1.49225,0.0030908033,
1.4925,0.0111389924,
1.49275,-0.0031252466,
1.493,-0.0183080919,
1.49325,-0.0106135150,
1.4935,0.0074002407,
1.49375,-0.0045281528,
1.494,-0.0256580301,
1.49425,-0.0125389919,
1.4945,-0.0010893571,
1.49475,-0.0054059420,
1.495,0.0146753239,
1.49525,0.0062402431,
1.4955,0.0124379452,
1.49575,0.0027435510,
1.496,0.0161593053,
1.49625,-0.0075526237,
1.4965,0.0320448503,
1.49675,0.0146077015,
1.497,0.0012217395,
1.49725,-0.0006152247,
1.4975,0.0212442800,
1.49775,0.0128771728,
1.498,-0.0098086484,
1.49825,-0.0071277558,
1.4985,-0.0209479984,
1.49875,-0.0015618231,
1.499,-0.0057999697,
1.49925,-0.0481639802,
1.4995,-0.0163101405,
1.49975,-0.0197874494,
1.5,-0.0277224258,
1.50025,-0.0022662990,
1.5005,0.0079921708,
1.50075,0.0027880308,
1.501,0.0021534904,
1.50125,0.0018948680,
1.5015,-0.0045602014,
1.50175,0.0168631971,
1.502,0.0096080452,
1.50225,0.0070757242,
1.5025,0.0190755948,
1.50275,0.0087884888,
1.503,-0.0047866143,
1.50325,0.0033752203,
1.5035,-0.0036353711,
1.50375,-0.0287510809,
1.504,-0.0450092629,
1.50425,-0.0045733568,
1.5045,0.0017363692,
1.50475,0.0027166037,
1.505,0.0009985440,
1.50525,0.0109383240,
1.5055,0.0172469318,
1.50575,0.0034364248,
1.506,-0.0152240936,
1.50625,0.0239794254,
1.5065,0.0055489121,
1.50675,0.0059390217,
1.507,-0.0137123605,
1.50725,0.0113421082,
1.5075,0.0035625370,
1.50775,0.0011538790,
1.508,-0.0089615360,
1.50825,-0.0151799247,
1.5085,0.0038819343,
1.50875,0.0020316555,
1.509,-0.0031154798,
1.50925,-0.0099958275,
1.5095,0.0055601234,
1.50975,-0.0055073178,
1.51,0.0138148200,
1.51025,0.0001059128,
1.5105,0.0109143164,
1.51075,-0.0004299415,
1.511,-0.0068029989,
1.51125,-0.0068084984,
1.5115,0.0079500265,
1.51175,-0.0015557645,
1.512,-0.0028948700,
1.51225,-0.0004360498,
1.5125,0.0157764349,
1.51275,-0.0048663509,
1.513,-0.0048914175,
1.51325,0.0044847457,
1.5135,-0.0143411113,
1.51375,-0.0022468432,
1.514,0.0087271109,
1.51425,-0.0055984342,
1.5145,0.0006917693,
1.51475,-0.0354260653,
1.515,-0.0150475185,
1.51525,-0.0113847395,
1.5155,-0.0059919311,
1.51575,-0.0179867949,
1.516,-0.0041563949,
1.51625,0.0021187395,
1.5165,0.0029273659,
1.51675,-0.0190893076,
1.517,0.0048003923,
1.51725,0.0119041596,
1.5175,0.0001281249,
1.51775,-0.0034033237,
1.518,0.0022066869,
1.51825,0.0063664373,
1.5185,0.0008256704,
1.51875,0.0041432907,
1.519,-0.0223730840,
1.51925,0.0138446735,
1.5195,-0.0048860558,
1.51975,-0.0240804404,
1.52,-0.0367982239,
1.52025,0.0015635472,
1.5205,-0.0172766894,
1.52075,-0.0345904790,
1.521,-0.0180045031,
1.52125,-0.0063316328,
1.5215,-0.0140772006,
1.52175,-0.0165997650,
1.522,0.0047887457,
1.52225,-0.0005888221,
1.5225,-0.0038923309,
1.52275,-0.0032659385,
1.523,0.0004884211,
1.52325,-0.0089307530,
1.5235,-0.0012852701,
1.52375,-0.0126912957,
1.524,-0.0025448711,
1.52425,-0.0059163752,
1.5245,-0.0071746027,
1.52475,-0.0050569721,
1.525,-0.0174475033,
1.52525,0.0034941649,
1.5255,-0.0319965780,
1.52575,-0.0354076438,
1.526,-0.0224895217,
1.52625,-0.0015586306,
1.5265,-0.0149789955,
1.52675,-0.0191251263,
1.527,0.0022974694,
1.52725,0.0014167952,
1.5275,-0.0066425055,
1.52775,-0.0089004599,
1.528,0.0168427974,
1.52825,-0.0067385002,
1.5285,-0.0064306855,
1.52875,-0.0065921508,
1.529,0.0104703326,
1.52925,0.0087292483,
1.5295,0.0093507059,
1.52975,-0.0022548288,
1.53,0.0047339774,
1.53025,0.0114969481,
1.5305,-0.0050029708,
1.53075,-0.0164759625,
1.531,-0.0045012957,
1.53125,-0.0143177072,
1.5315,-0.0327151828,
1.53175,-0.0189542286,
1.532,0.0040684589,
1.53225,0.0007636460,
1.5325,-0.0251192749,
1.53275,-0.0081286263,
1.533,0.0035796522,
1.53325,-0.0025124219,
1.5335,0.0108391652,
1.53375,0.0105182230,
1.534,0.0113913603,
1.53425,0.0171111934,
1.5345,0.0021966044,
1.53475,0.0045774234,
1.535,0.0195324644,
1.53525,0.0064753862,
1.5355,0.0093340948,
1.53575,-0.0054793158,
1.536,0.0109045226,
1.53625,-0.0048574586,
1.5365,-0.0064449576,
1.53675,-0.0080863982,
1.537,-0.0047788774,
1.53725,-0.0013511004,
1.5375,-0.0226095524,
1.53775,-0.0109448116,
1.538,0.0103817275,
1.53825,-0.0000898101,
1.5385,-0.0182146989,
1.53875,0.0140323108,
1.539,0.0088482816,
1.53925,0.0157770216,
1.5395,-0.0067611495,
1.53975,0.0171608422,
1.54,0.0053016171,
1.54025,0.0166157167,
1.5405,0.0052371272,
1.54075,0.0001981844,
1.541,0.0083283158,
1.54125,0.0104618995,
1.5415,0.0099893324,
1.54175,-0.0207651332,
1.542,-0.0177574772,
1.54225,-0.0002415015,
1.5425,-0.0087225894,
1.54275,-0.0005797634,
1.543,-0.0027135515,
1.54325,0.0095786490,
1.5435,-0.0050031925,
1.54375,0.0220670756,
1.544,0.0103049921,
1.54425,0.0103590749,
1.5445,0.0205253828,
1.54475,0.0267824158,
1.545,0.0182223413,
1.54525,0.0163914654,
1.5455,0.0206903145,
1.54575,0.0116279870,
1.546,-0.0039648139,
1.54625,-0.0047370521,
1.5465,-0.0035972698,
1.54675,-0.0138159767,
1.547,0.0010218255,
1.54725,-0.0207460206,
1.5475,-0.0292384606,
1.54775,-0.0063735624,
1.548,-0.0018854367,
1.54825,0.0197029766,
1.5485,0.0040417113,
1.54875,0.0106804892,
1.549,0.0204175357,
1.54925,-0.0042867749,
1.5495,0.0097038010,
1.54975,0.0087162191,
1.55,0.0164866727,
1.55025,-0.0092280069,
1.5505,0.0028654526,
1.55075,0.0212032497,
1.551,0.0136274826,
1.55125,0.0060478882,
1.5515,-0.0065024658,
1.55175,0.0267416518,
1.552,0.0096315574,
1.55225,0.0277171675,
1.5525,-0.0028124487,
1.55275,0.0077342107,
1.553,-0.0027672988,
1.55325,-0.0047761267,
1.5535,0.0096001094,
1.55375,0.0201246440,
1.554,0.0019770958,
1.55425,0.0035855130,
1.5545,0.0019986527,
1.55475,0.0076308125,
1.555,0.0106644426,
1.55525,0.0148573527,
1.5555,-0.0073161600,
1.55575,0.0048170434,
1.556,0.0240070596,
1.55625,0.0024861132,
1.5565,0.0121846721,
1.55675,0.0085036056,
1.557,0.0045685838,
1.55725,0.0004433177,
1.5575,-0.0065230653,
1.55775,0.0070713093,
1.558,-0.0214726143,
1.55825,-0.0300515238,
1.5585,0.0033713756,
1.55875,0.0182660148,
1.559,0.0032045657,
1.55925,-0.0091062216,
1.5595,0.0151659865,
1.55975,-0.0199922659,
1.56,0.0029915166,
1.56025,0.0181194637,
1.5605,0.0122523503,
1.56075,0.0161143355,
1.561,0.0189431086,
1.56125,-0.0188706126,
1.5615,0.0108658113,
1.56175,0.0154297100,
1.562,0.0109420493,
1.56225,-0.0066534281,
1.5625,-0.0128104677,
1.56275,0.0006505661,
1.563,0.0016354566,
1.56325,0.0058013243,
1.5635,-0.0057587917,
1.56375,0.0054559102,
1.564,-0.0005199095,
1.56425,-0.0154574383,
1.5645,-0.0107963467,
1.56475,0.0085663442,
1.565,-0.0017482742,
1.56525,0.0008878250,
1.5655,0.0127414446,
1.56575,0.0038567137,
1.566,-0.0019571299,
1.56625,0.0130637325,
1.5665,0.0144206118,
1.56675,0.0074929260,
1.567,0.0063208262,
1.56725,-0.0078527946,
1.5675,-0.0198280141,
1.56775,-0.0113875140,
1.568,-0.0171872452,
1.56825,-0.0105073350,
1.5685,-0.0020059547,
1.56875,-0.0047006640,
1.569,-0.0136619201,
1.56925,-0.0188806597,
1.5695,-0.0173212457,
1.56975,0.0142333889,
1.57,-0.0044928361,
1.57025,-0.0134225134,
1.5705,0.0073035052,
1.57075,0.0236156676,
1.571,-0.0078613618,
1.57125,0.0202779435,
1.5715,0.0146603156,
1.57175,0.0216792971,
1.572,-0.0105834762,
1.57225,0.0023269330,
1.5725,0.0196099170,
1.57275,0.0133554777,
1.573,-0.0051790476,
1.57325,-0.0017120851,
1.5735,0.0140269734,
1.57375,-0.0026801319,
1.574,0.0000724357,
1.57425,-0.0105240718,
1.5745,-0.0008822562,
1.57475,-0.0009323107,
1.575,-0.0097854575,
1.57525,-0.0025360947,
1.5755,0.0158157498,
1.57575,0.0071647177,
1.576,-0.0015038002,
1.57625,0.0013344020,
1.5765,-0.0061138296,
1.57675,-0.0034424139,
1.577,0.0079113226,
1.57725,-0.0050901803,
1.5775,0.0072920457,
1.57775,0.0105174948,
1.578,0.0022137566,
1.57825,0.0012833503,
1.5785,0.0139101632,
1.57875,0.0087899910,
1.579,-0.0121789519,
1.57925,-0.0029145533,
1.5795,0.0154564297,
1.57975,-0.0117820743,
1.58,-0.0210871249,
1.58025,-0.0053436756,
1.5805,0.0122785093,
1.58075,0.0021302355,
1.581,-0.0323531926,
1.58125,-0.0120446738,
1.5815,0.0230963565,
1.58175,-0.0097420057,
1.582,0.0161180068,
1.58225,0.0242800340,
1.5825,0.0033773950,
1.58275,0.0046500536,
1.583,-0.0027476333,
1.58325,0.0053771627,
1.5835,0.0119014643,
1.58375,0.0216927007,
1.584,-0.0035772286,
1.58425,0.0039869635,
1.5845,-0.0082294354,
1.58475,0.0017811194,
1.585,-0.0074096052,
1.58525,-0.0000991092,
1.5855,0.0075515863,
1.58575,-0.0125546623,
1.586,-0.0061221304,
1.58625,-0.0032955990,
1.5865,0.0175259709,
1.58675,-0.0001454023,
1.587,-0.0101659363,
1.58725,0.0034278468,
1.5875,0.0199471824,
1.58775,0.0016870092,
1.588,0.0075125922,
1.58825,0.0189964864,
1.5885,0.0067582629,
1.58875,0.0103863189,
1.589,0.0165097844,
1.58925,0.0007111556,
1.5895,-0.0054644495,
1.58975,-0.0203973316,
1.59,-0.0233404823,
1.59025,-0.0045812572,
1.5905,0.0013078302,
1.59075,-0.0113029871,
1.591,-0.0310583692,
1.59125,-0.0163013916,
1.5915,0.0068377536,
1.59175,0.0036427346,
1.592,-0.0113622556,
1.59225,0.0131525192,
1.5925,0.0155700706,
1.59275,0.0129729901,
1.593,0.0212938618,
1.59325,0.0222378112,
1.5935,0.0223544780,
1.59375,0.0123795420,
1.594,0.0047667739,
1.59425,0.0143958107,
1.5945,0.0325955041,
1.59475,-0.0118092876,
1.595,-0.0040222029,
1.59525,0.0177726392,
1.5955,-0.0098106926,
1.59575,-0.0137849748,
1.596,0.0125615560,
1.59625,0.0018601805,
1.5965,-0.0290610753,
1.59675,0.0146266641,
1.597,-0.0021226685,
1.59725,0.0133492807,
1.5975,0.0106992954,
1.59775,0.0057913493,
1.598,0.0049061645,
1.59825,0.0058314879,
1.5985,0.0130616520,
1.59875,0.0106132505,
1.599,0.0114817219,
1.59925,0.0029096825,
1.5995,0.0147224357,
1.59975,0.0018259850,
1.6,0.0094501795,
1.60025,0.0050441483,
1.6005,0.0090891914,
1.60075,-0.0276766066,
1.601,-0.0002515227,
1.60125,-0.0005032720,
1.6015,-0.0001365061,
1.60175,-0.0067293034,
1.602,-0.0082615446,
1.60225,-0.0044455342,
1.6025,-0.0104131550,
1.60275,-0.0123141073,
1.603,0.0104183471,
1.60325,0.0052448870,
1.6035,-0.0044739228,
1.60375,0.0120915044,
1.604,0.0149006303,
1.60425,0.0137906717,
1.6045,0.0070368489,
1.60475,-0.0021172769,
1.605,0.0138635151,
1.60525,0.0134718036,
1.6055,-0.0044180169,
1.60575,-0.0017618097,
1.606,-0.0006079981,
1.60625,0.0044907811,
1.6065,0.0048048962,
1.60675,-0.0067131030,
1.607,-0.0030796102,
1.60725,0.0098966099,
1.6075,-0.0001090627,
1.60775,-0.0176794566,
1.608,0.0106514972,
1.60825,0.0014517158,
1.6085,-0.0033553969,
1.60875,0.0037617723,
1.609,0.0179153197,
1.60925,-0.0034644930,
1.6095,0.0093629612,
1.60975,0.0036105958,
1.61,-0.0163970366,
1.61025,0.0006496748,
1.6105,-0.0055154902,
1.61075,-0.0221535340,
1.611,-0.0115253627,
1.61125,0.0068751527,
1.6115,-0.0107188039,
1.61175,-0.0146456799,
1.612,-0.0159165785,
1.61225,-0.0037213606,
1.6125,-0.0196542218,
1.61275,-0.0066330926,
1.613,0.0109529812,
1.61325,-0.0065557724,
1.6135,-0.0066391565,
1.61375,-0.0045012678,
1.614,-0.0009717802,
1.61425,-0.0091395630,
1.6145,-0.0022264998,
1.61475,-0.0072280732,
1.615,0.0002544276,
1.61525,0.0023779981,
1.6155,0.0079388013,
1.61575,-0.0110022118,
1.616,0.0054884939,
1.61625,0.0021848115,
1.6165,0.0105061177,
1.61675,-0.0280190334,
1.617,0.0132051222,
1.61725,-0.0164957307,
1.6175,-0.1189284027,
1.61775,-0.0070364662,
1.618,-0.0144465528,
1.61825,-0.0161929317,
1.6185,-0.0218872074,
1.61875,0.0096903369,
1.619,-0.0028313757,
1.61925,-0.0107514905,
1.6195,0.0023459734,
1.61975,-0.0038181993,
1.62,-0.0268972069,
1.62025,-0.0077695157,
1.6205,-0.0034327467,
1.62075,-0.0015479422,
1.621,-0.0094729327,
1.62125,-0.0133962445,
1.6215,-0.0102588022,
1.62175,-0.0180150084,
1.622,-0.0046814657,
1.62225,-0.0247475896,
1.6225,-0.0183477364,
1.62275,-0.0016921407,
1.623,-0.0043387273,
1.62325,-0.0018012142,
1.6235,-0.0138964653,
1.62375,-0.0064310548,
1.624,-0.0115605900,
1.62425,-0.0074956017,
1.6245,-0.0146242343,
1.62475,0.0097520268,
1.625,0.0126893213,
1.62525,-0.0126815485,
1.6255,0.0137008000,
1.62575,0.0186244287,
1.626,-0.0001368001,
1.62625,0.0008723965,
1.6265,-0.0010975507,
1.62675,-0.0057066511,
1.627,-0.0016752136,
1.62725,0.0043833386,
1.6275,-0.0090680029,
1.62775,-0.0086646695,
1.628,-0.0073100803,
1.62825,-0.0227564964,
1.6285,-0.0169533771,
1.62875,0.0020750917,
1.629,-0.0061368626,
1.62925,-0.0013273220,
1.6295,0.0060918601,
1.62975,0.0053812605,
1.63,0.0122956466,
1.63025,0.0031490824,
1.6305,0.0015625940,
1.63075,0.0117153488,
1.631,0.0093236445,
1.63125,0.0009946725,
1.6315,0.0005540365,
1.63175,-0.0020396411,
1.632,-0.0182146411,
1.63225,-0.0011015283,
1.6325,-0.0050651068,
1.63275,-0.0044712294,
1.633,-0.0030508568,
1.63325,-0.0173909944,
1.6335,-0.0244949535,
1.63375,0.0054237610,
1.634,0.0149746407,
1.63425,-0.0064602192,
1.6345,0.0009024388,
1.63475,0.0069481079,
1.635,0.0110293478,
1.63525,-0.0032806187,
1.6355,0.0068796105,
1.63575,0.0136963073,
1.636,-0.0011078371,
1.63625,-0.0036106058,
1.6365,0.0086344900,
1.63675,0.0274672806,
1.637,0.0025848255,
1.63725,0.0037276696,
1.6375,0.0063287523,
1.63775,0.0162999872,
1.638,-0.0063224644,
1.63825,-0.0168461762,
1.6385,0.0055876100,
1.63875,-0.0123694986,
1.639,-0.0020403748,
1.63925,-0.0179883223,
1.6395,0.0163222905,
1.63975,0.0099924188,
1.64,0.0039537447,
1.64025,0.0095081553,
1.6405,0.0076429062,
1.64075,0.0111818668,
1.641,0.0044187745,
1.64125,0.0131590888,
1.6415,0.0056089112,
1.64175,0.0065367161,
1.642,0.0108637996,
1.64225,0.0141586559,
1.6425,0.0105643440,
1.64275,0.0033094641,
1.643,0.0083240364,
1.64325,0.0005121511,
1.6435,-0.0049747801,
1.64375,-0.0073525757,
1.644,-0.0231640581,
1.64425,-0.0066208141,
1.6445,-0.0209236071,
1.64475,0.0110096689,
1.645,-0.0194165558,
1.64525,-0.0225361157,
1.6455,0.0012512335,
1.64575,0.0044100545,
1.646,0.0043375362,
1.64625,0.0146899279,
1.6465,0.0287999846,
1.64675,0.0076423641,
1.647,0.0102815134,
1.64725,0.0065403022,
1.6475,0.0239504036,
1.64775,0.0091804080,
1.648,-0.0226440672,
1.64825,-0.0040812739,
1.6485,-0.0008220676,
1.64875,0.0039623324,
1.649,0.0143333040,
1.64925,0.0054572453,
1.6495,-0.0049597165,
1.64975,-0.0014147429,
1.65,-0.0109919310,
1.65025,-0.0072328583,
1.6505,0.0033636102,
1.65075,0.0122106271,
1.651,-0.0022996492,
1.65125,0.0042818058,
1.6515,0.0233292487,
1.65175,0.0134270042,
1.652,0.0007002837,
1.65225,0.0110482313,
1.6525,0.0225481912,
1.65275,-0.0023449874,
1.653,-0.0011120416,
1.65325,-0.0055969763,
1.6535,0.0075118798,
1.65375,-0.0069750515,
1.654,-0.0014147891,
1.65425,-0.0016608094,
1.6545,0.0082323579,
1.65475,0.0003991152,
1.655,-0.0255587325,
1.65525,-0.0216930192,
1.6555,-0.0000545336,
1.65575,0.0105678178,
1.656,-0.0152631234,
1.65625,-0.0003405406,
1.6565,0.0022738122,
1.65675,0.0084815398,
1.657,-0.0129076410,
1.65725,0.0062424717,
1.6575,0.0110543696,
1.65775,-0.0103809405,
1.658,-0.0074323136,
1.65825,0.0079511330,
1.6585,0.0165681783,
1.65875,0.0021465195,
1.659,-0.0116516566,
1.65925,0.0124368463,
1.6595,-0.0009968999,
1.65975,0.0070364773,
1.66,-0.0001156526,
1.66025,0.0036075544,
1.6605,0.0049423818,
1.66075,-0.0131341731,
1.661,-0.0431399271,
1.66125,-0.0069232341,
1.6615,0.0193274263,
1.66175,-0.0037817215,
1.662,0.0150283016,
1.66225,0.0003078416,
1.6625,0.0047418904,
1.66275,0.0094370749,
1.663,0.0008443451,
1.66325,-0.0092755342,
1.6635,-0.0118140467,
1.66375,-0.0071591437,
1.664,-0.0045266971,
1.66425,-0.0011159026,
1.6645,-0.0027568783,
1.66475,-0.0136776408,
1.665,-0.0092121884,
1.66525,0.0000958227,
1.6655,0.0050216420,
1.66575,-0.0306171477,
1.666,-0.0050800554,
1.66625,0.0144549031,
1.6665,-0.0070796418,
1.66675,-0.0140157631,
1.667,0.0154727502,
1.66725,-0.0102060437,
1.6675,0.0008957621,
1.66775,-0.0019155197,
1.668,0.0066821445,
1.66825,0.0095717600,
1.6685,0.0069138310,
1.66875,0.0034583537,
1.669,-0.0062099788,
1.66925,0.0143294372,
1.6695,0.0144926272,
1.66975,-0.0040770862,
1.67,-0.0070766881,
1.67025,0.0127266571,
1.6705,0.0031519423,
1.67075,-0.0039473404,
1.671,-0.0140935825,
1.67125,-0.0099623371,
1.6715,-0.0125350226,
1.67175,-0.0051841997,
1.672,-0.0016953812,
1.67225,0.0097972332,
1.6725,0.0168349929,
1.67275,0.0093734907,
1.673,-0.0242408272,
1.67325,0.0080027925,
1.6735,0.0097460048,
1.67375,-0.0020826326,
1.674,-0.0022264037,
1.67425,0.0053936047,
1.6745,0.0062505342,
1.67475,-0.0030413088,
1.675,-0.0054923561,
1.67525,-0.0051052235,
1.6755,-0.0136182914,
1.67575,-0.0168115851,
1.676,-0.0235852003,
1.67625,-0.0037341756,
1.6765,-0.0248600841,
1.67675,-0.0252313260,
1.677,-0.0124902483,
1.67725,0.0163402930,
1.6775,0.0108808056,
1.67775,0.0034408267,
1.678,0.0128106857,
1.67825,0.0182295553,
1.6785,-0.0103065139,
1.67875,0.0006132064,
1.679,0.0165398996,
1.67925,0.0001325423,
1.6795,0.0056711528,
1.67975,-0.0065085022,
1.68,0.0109179765,
1.68025,0.0169104040,
1.6805,0.0185621344,
1.68075,-0.0070735575,
1.681,0.0094124153,
1.68125,0.0101050837,
1.6815,0.0088431276,
1.68175,-0.0003436025,
1.682,0.0090273898,
1.68225,0.0200920571,
1.6825,-0.0105396239,
1.68275,0.0016544927,
1.683,0.0234478600,
1.68325,0.0115309507,
1.6835,0.0004927875,
1.68375,0.0100797610,
1.684,0.0238358453,
1.68425,0.0065476261,
1.6845,0.0077003203,
1.68475,0.0070214653,
1.685,0.0082259979,
1.68525,0.0149873225,
1.6855,0.0118669402,
1.68575,0.0070186993,
1.686,0.0197978728,
1.68625,-0.0060841483,
1.6865,-0.0186506361,
1.68675,0.0024714356,
1.687,0.0032289149,
1.68725,-0.0000247596,
1.6875,-0.0127710085,
1.68775,-0.0182226542,
1.688,0.0075375661,
1.68825,0.0105157252,
1.6885,-0.0128114400,
1.68875,0.0075841839,
1.689,0.0027419745,
1.68925,0.0155871585,
1.6895,-0.0018667402,
1.68975,0.0188814439,
1.69,0.0091827596,
1.69025,0.0053867283,
1.6905,-0.0006043615,
1.69075,0.0012373832,
1.691,0.0058152429,
1.69125,0.0217970666,
1.6915,-0.0024660826,
1.69175,-0.0075325062,
1.692,0.0287959445,
1.69225,-0.0164558105,
1.6925,-0.0071150162,
1.69275,0.0101207569,
1.693,0.0089000929,
1.69325,-0.0187486652,
1.6935,0.0045861229,
1.69375,0.0085406546,
1.694,-0.0091253230,
1.69425,0.0013339790,
1.6945,-0.0001655903,
1.69475,-0.0121700028,
1.695,0.0058260523,
1.69525,0.0124907661,
1.6955,0.0011204802,
1.69575,0.0024748661,
1.696,0.0105690910,
1.69625,0.0131172389,
1.6965,-0.0020415331,
1.69675,0.0027719862,
1.697,-0.0110163707,
1.69725,-0.0168094877,
1.6975,-0.0252315011,
1.69775,-0.0095894905,
1.698,0.0026548982,
1.69825,-0.0056945090,
1.6985,0.0017880339,
1.69875,0.0037717121,
1.699,0.0112810731,
1.69925,-0.0000072219,
1.6995,-0.0139640737,
1.69975,-0.0000197403,
1.7,0.0127816293,
1.70025,-0.0071465555,
1.7005,0.0013427013,
1.70075,0.0219775382,
1.701,0.0033579422,
1.70125,-0.0026660995,
1.7015,-0.0193629023,
1.70175,-0.0049375929,
1.702,0.0082606599,
1.70225,0.0038171678,
1.7025,-0.0182605609,
1.70275,-0.0041180765,
1.703,-0.0034037172,
1.70325,-0.0104679400,
1.7035,-0.0212017596,
1.70375,-0.0124564851,
1.704,0.0069119344,
1.70425,-0.0183347948,
1.7045,-0.0083243726,
1.70475,0.0191618074,
1.705,0.0060843402,
1.70525,-0.0112753352,
1.7055,-0.0052564545,
1.70575,0.0060250233,
1.706,0.0028146266,
1.70625,0.0013578263,
1.7065,0.0038497704,
1.70675,0.0070768483,
1.707,-0.0003413970,
1.70725,-0.0042618969,
1.7075,-0.0112856217,
1.70775,0.0040067178,
1.708,-0.0209233537,
1.70825,-0.0480672419,
1.7085,-0.0041508563,
1.70875,-0.0005170523,
1.709,-0.0175957829,
1.70925,-0.0181061812,
1.7095,-0.0026658052,
1.70975,-0.0101649854,
1.71,-0.0144448206,
1.71025,-0.0164978039,
1.7105,0.0157217830,
1.71075,0.0013541778,
1.711,0.0023941263,
1.71125,-0.0031767252,
1.7115,0.0139862625,
1.71175,0.0010295640,
1.712,0.0112305069,
1.71225,-0.0386134945,
1.7125,-0.0158186406,
1.71275,-0.0020164463,
1.713,-0.0007541777,
1.71325,-0.0269901026,
1.7135,-0.0154938456,
1.71375,0.0091170995,
1.714,-0.0118245427,
1.71425,-0.0229286384,
1.7145,-0.0189417060,
1.71475,-0.0089034289,
1.715,-0.0164912306,
1.71525,-0.0044633453,
1.7155,0.0019086049,
1.71575,-0.0015432541,
1.716,-0.0083836559,
1.71625,-0.0028391164,
1.7165,0.0026425049,
1.71675,0.0055749244,
1.717,0.0016793188,
1.71725,-0.0020234378,
1.7175,-0.0082656620,
1.71775,-0.0017757925,
1.718,-0.0068553025,
1.71825,-0.0098433606,
1.7185,-0.0102879563,
1.71875,-0.0028438461,
1.719,-0.0286675617,
1.71925,-0.0149432924,
1.7195,-0.0074953027,
1.71975,-0.0143245440,
1.72,-0.0074407458,
1.72025,-0.0303871930,
1.7205,-0.0070748674,
1.72075,0.0064271633,
1.721,0.0126137109,
1.72125,0.0018566487,
1.7215,0.0145351253,
1.72175,0.0045715477,
1.722,-0.0278775208,
1.72225,-0.0122358650,
1.7225,-0.0206360929,
1.72275,0.0060579418,
1.723,-0.0293798931,
1.72325,-0.0023516184,
1.7235,0.0105151068,
1.72375,0.0084302872,
1.724,-0.0102785220,
1.72425,-0.0127263078,
1.7245,0.0032654197,
1.72475,-0.0003877541,
1.725,-0.0108149918,
1.72525,0.0100568198,
1.7255,0.0280260835,
1.72575,0.0025278002,
1.726,0.0002950440,
1.72625,0.0167391375,
1.7265,-0.0006225815,
1.72675,-0.0021722959,
1.727,0.0087504573,
1.72725,-0.0122042894,
1.7275,-0.0006717580,
1.72775,0.0133336727,
1.728,-0.0072989631,
1.72825,-0.0086787976,
1.7285,-0.0053150002,
1.72875,-0.0062636985,
1.729,-0.0041890750,
1.72925,0.0036837803,
1.7295,-0.0026864982,
1.72975,-0.0020159201,
1.73,-0.0050949263,
1.73025,0.0088792741,
1.7305,0.0109446608,
1.73075,-0.0108533930,
1.731,-0.0120869912,
1.73125,-0.0083129052,
1.7315,0.0069788122,
1.73175,-0.0151449060,
1.732,-0.0172075238,
1.73225,0.0002693075,
